Entity,Year,Code,co2_per_capita,renewables_energy_per_capita,renewables_share_energy
South America,1978,,2.009,1924.958,19.271
South America,1979,,2.102,2148.718,20.48
South America,1980,,2.114,2361.511,22.049
South America,1981,,1.991,2326.302,22.422
South America,1982,,1.953,2492.388,23.835
South America,1983,,1.891,2666.296,25.795
South America,1984,,1.873,2888.631,27.455
South America,1985,,1.873,3085.4,28.701
South America,1986,,1.937,3291.815,29.39
South America,1987,,1.997,3433.021,30.124
South America,1988,,2.04,3493.612,30.121
South America,1989,,1.999,3529.606,30.512
South America,1990,,2.025,3576.969,31.356
South America,1991,,2.014,3745.986,32.339
South America,1992,,2.018,3762.236,31.754
South America,1993,,2.095,3974.51,32.804
South America,1994,,2.069,4156.127,32.875
South America,1995,,2.141,4240.226,32.486
South America,1996,,2.199,4330.773,32.333
South America,1997,,2.306,4487.032,32.307
South America,1998,,2.342,4504.494,32.001
South America,1999,,2.371,4437.186,31.976
South America,2000,,2.334,4566.897,32.497
South America,2001,,2.244,4229.145,30.745
South America,2002,,2.294,4361.403,31.931
South America,2003,,2.268,4462.249,32.98
South America,2004,,2.341,4546.993,32.076
South America,2005,,2.38,4726.646,32.729
South America,2006,,2.428,4851.848,32.352
South America,2007,,2.494,5044.34,32.331
South America,2008,,2.583,5116.362,32.017
South America,2009,,2.486,5234.988,33.334
South America,2010,,2.746,5277.076,32.253
South America,2011,,2.76,5472.434,32.306
South America,2012,,2.87,5352.612,30.767
South America,2013,,3.001,5258.9,29.705
South America,2014,,3.011,5206.314,29.405
South America,2015,,2.9,5224.665,29.991
South America,2016,,2.765,5299.858,30.987
South America,2017,,2.701,5448.646,32.002
South America,2018,,2.575,5661.526,33.929
South America,2019,,2.587,5727.955,34.838
South America,2020,,2.31,5640.181,37.324
South America,2021,,2.594,5575.992,34.481
South America,2022,,2.557,6135.261,36.277
South America,2023,,2.559,6463.336,37.506
South America,2024,,2.55,6575.889,37.833
South Korea,1965,KOR,0.853,67.388,2.642
South Korea,1966,KOR,1.005,91.704,3.021
South Korea,1967,KOR,1.151,86.822,2.543
South Korea,1968,KOR,1.193,82.819,2.163
South Korea,1969,KOR,1.333,124.576,2.754
South Korea,1970,KOR,1.651,104.197,2.027
South Korea,1971,KOR,1.761,110.307,2.026
South Korea,1972,KOR,1.775,111.98,2.026
South Korea,1973,KOR,2.108,103.043,1.537
South Korea,1974,KOR,2.141,150.025,2.195
South Korea,1975,KOR,2.276,130.296,1.762
South Korea,1976,KOR,2.559,136.573,1.674
South Korea,1977,KOR,2.862,105.003,1.133
South Korea,1978,KOR,3.034,134.674,1.314
South Korea,1979,KOR,3.523,169.135,1.448
South Korea,1980,KOR,3.527,139.859,1.176
South Korea,1981,KOR,3.608,186.508,1.52
South Korea,1982,KOR,3.577,121.071,1.003
South Korea,1983,KOR,3.728,159.315,1.235
South Korea,1984,KOR,3.958,136.715,0.985
South Korea,1985,KOR,4.101,215.002,1.421
South Korea,1986,KOR,4.226,207.068,1.237
South Korea,1987,KOR,4.38,260.264,1.424
South Korea,1988,KOR,4.915,128.605,0.639
South Korea,1989,KOR,5.135,189.162,0.877
South Korea,1990,KOR,5.683,295.22,1.211
South Korea,1991,KOR,6.204,217.966,0.793
South Korea,1992,KOR,6.716,192.808,0.627
South Korea,1993,KOR,7.356,261.798,0.78
South Korea,1994,KOR,7.881,144.585,0.401
South Korea,1995,KOR,8.457,186.325,0.476
South Korea,1996,KOR,9.225,175.334,0.408
South Korea,1997,KOR,9.686,175.691,0.377
South Korea,1998,KOR,8.177,261.409,0.617
South Korea,1999,KOR,8.828,254.929,0.556
South Korea,2000,KOR,9.408,244.737,0.508
South Korea,2001,KOR,9.685,143.764,0.293
South Korea,2002,KOR,10.065,200.35,0.393
South Korea,2003,KOR,10.212,294.409,0.562
South Korea,2004,KOR,10.302,267.389,0.499
South Korea,2005,KOR,10.422,231.429,0.421
South Korea,2006,KOR,10.488,234.288,0.42
South Korea,2007,KOR,10.829,272.983,0.477
South Korea,2008,KOR,11.015,291.597,0.502
South Korea,2009,KOR,11.078,316.985,0.545
South Korea,2010,KOR,12.187,393.433,0.63
South Korea,2011,KOR,12.69,483.6,0.743
South Korea,2012,KOR,12.66,531.801,0.816
South Korea,2013,KOR,12.674,644.801,0.999
South Korea,2014,KOR,12.453,812.16,1.259
South Korea,2015,KOR,12.439,942.29,1.451
South Korea,2016,KOR,12.435,1102.805,1.65
South Korea,2017,KOR,12.713,1328.245,1.971
South Korea,2018,KOR,12.977,1639.774,2.384
South Korea,2019,KOR,12.481,1899.875,2.807
South Korea,2020,KOR,11.524,2256.865,3.466
South Korea,2021,KOR,11.882,2662.11,3.877
South Korea,2022,KOR,11.72,3016.082,4.333
South Korea,2023,KOR,11.385,3188.189,4.66
South Korea,2024,KOR,11.286,3305.514,4.748
Spain,1965,ESP,2.212,1703.051,16.379
Spain,1966,ESP,2.391,2332.191,20.088
Spain,1967,ESP,2.632,1917.571,15.445
Spain,1968,ESP,2.925,2042.333,15.804
Spain,1969,ESP,2.888,2537.794,17.539
Spain,1970,ESP,3.453,2285.865,14.758
Spain,1971,ESP,3.761,2592.122,15.362
Spain,1972,ESP,4.19,2858.02,15.847
Spain,1973,ESP,4.437,2304.441,11.773
Spain,1974,ESP,4.883,2405.719,11.957
Spain,1975,ESP,5.058,2032.528,9.943
Spain,1976,ESP,5.466,1623.407,7.499
Spain,1977,ESP,5.33,3038.018,13.73
Spain,1978,ESP,5.406,3056.386,13.892
Spain,1979,ESP,5.446,3482.773,14.835
Spain,1980,ESP,5.699,2216.835,9.441
Spain,1981,ESP,5.451,1646.933,7.0
Spain,1982,ESP,5.483,1962.398,8.403
Spain,1983,ESP,5.318,2009.779,8.454
Spain,1984,ESP,5.144,2319.983,9.666
Spain,1985,ESP,5.18,2300.898,9.707
Spain,1986,ESP,4.882,1943.315,8.054
Spain,1987,ESP,4.878,2003.069,8.032
Spain,1988,ESP,5.069,2567.468,9.898
Spain,1989,ESP,5.762,1424.726,5.238
Spain,1990,ESP,5.869,1850.935,6.819
Spain,1991,ESP,6.104,1977.927,7.06
Spain,1992,ESP,6.283,1386.613,4.743
Spain,1993,ESP,6.03,1762.109,6.274
Spain,1994,ESP,6.307,2026.872,6.927
Spain,1995,ESP,6.618,1701.533,5.624
Spain,1996,ESP,6.277,2857.789,9.156
Spain,1997,ESP,6.553,2554.797,7.897
Spain,1998,ESP,6.737,2536.84,7.534
Spain,1999,ESP,7.278,1876.009,5.341
Spain,2000,ESP,7.539,2437.485,6.598
Spain,2001,ESP,7.541,3325.656,8.709
Spain,2002,ESP,7.928,2312.318,6.016
Spain,2003,ESP,7.894,3642.437,9.207
Spain,2004,ESP,8.145,3213.824,8.02
Spain,2005,ESP,8.359,2578.969,6.442
Spain,2006,ESP,8.029,3143.563,7.933
Spain,2007,ESP,8.051,3538.539,8.869
Spain,2008,ESP,7.252,3797.784,9.972
Spain,2009,ESP,6.351,4533.11,12.913
Spain,2010,ESP,6.033,5888.193,16.49
Spain,2011,ESP,6.027,5362.245,15.329
Spain,2012,ESP,5.901,5519.315,15.917
Spain,2013,ESP,5.38,6410.15,19.29
Spain,2014,ESP,5.429,6382.356,19.445
Spain,2015,ESP,5.789,5655.077,16.977
Spain,2016,ESP,5.554,6059.299,18.117
Spain,2017,ESP,5.835,5181.652,15.319
Spain,2018,ESP,5.702,6127.056,17.923
Spain,2019,ESP,5.285,5632.346,17.063
Spain,2020,ESP,4.441,6451.247,21.929
Spain,2021,ESP,4.793,7047.321,22.272
Spain,2022,ESP,4.897,6860.192,20.877
Spain,2023,ESP,4.497,8000.788,24.822
Spain,2024,ESP,4.599,8628.893,25.863
Sri Lanka,1965,LKA,0.243,92.873,9.76
Sri Lanka,1966,LKA,0.238,99.101,10.349
Sri Lanka,1967,LKA,0.257,99.403,10.379
Sri Lanka,1968,LKA,0.276,112.19,11.552
Sri Lanka,1969,LKA,0.359,126.937,12.893
Sri Lanka,1970,LKA,0.292,167.361,10.475
Sri Lanka,1971,LKA,0.254,182.686,11.475
Sri Lanka,1972,LKA,0.276,183.7,11.224
Sri Lanka,1973,LKA,0.281,147.96,8.893
Sri Lanka,1974,LKA,0.219,208.265,14.912
Sri Lanka,1975,LKA,0.212,220.722,15.429
Sri Lanka,1976,LKA,0.202,223.382,16.179
Sri Lanka,1977,LKA,0.206,240.007,16.479
Sri Lanka,1978,LKA,0.238,265.216,17.699
Sri Lanka,1979,LKA,0.259,278.509,18.008
Sri Lanka,1980,LKA,0.226,276.899,18.073
Sri Lanka,1981,LKA,0.263,289.121,18.28
Sri Lanka,1982,LKA,0.29,292.123,17.347
Sri Lanka,1983,LKA,0.314,219.713,13.283
Sri Lanka,1984,LKA,0.248,376.358,21.653
Sri Lanka,1985,LKA,0.25,428.1,26.337
Sri Lanka,1986,LKA,0.23,467.064,27.65
Sri Lanka,1987,LKA,0.251,379.932,22.052
Sri Lanka,1988,LKA,0.213,448.611,26.665
Sri Lanka,1989,LKA,0.21,478.88,29.593
Sri Lanka,1990,LKA,0.233,534.204,29.79
Sri Lanka,1991,LKA,0.249,525.465,29.579
Sri Lanka,1992,LKA,0.301,481.22,25.59
Sri Lanka,1993,LKA,0.289,619.317,30.813
Sri Lanka,1994,LKA,0.309,657.488,30.635
Sri Lanka,1995,LKA,0.325,713.91,31.403
Sri Lanka,1996,LKA,0.383,504.498,21.369
Sri Lanka,1997,LKA,0.406,524.75,21.955
Sri Lanka,1998,LKA,0.41,584.796,23.41
Sri Lanka,1999,LKA,0.442,613.039,23.242
Sri Lanka,2000,LKA,0.518,461.887,16.823
Sri Lanka,2001,LKA,0.518,440.042,16.752
Sri Lanka,2002,LKA,0.545,374.254,13.979
Sri Lanka,2003,LKA,0.539,454.037,16.628
Sri Lanka,2004,LKA,0.593,401.44,15.216
Sri Lanka,2005,LKA,0.577,461.297,15.244
Sri Lanka,2006,LKA,0.565,611.307,18.984
Sri Lanka,2007,LKA,0.578,514.724,15.797
Sri Lanka,2008,LKA,0.565,531.504,17.442
Sri Lanka,2009,LKA,0.606,496.8,16.162
Sri Lanka,2010,LKA,0.608,716.417,21.793
Sri Lanka,2011,LKA,0.689,582.327,16.358
Sri Lanka,2012,LKA,0.727,424.394,11.61
Sri Lanka,2013,LKA,0.662,863.392,23.64
Sri Lanka,2014,LKA,0.792,580.295,14.695
Sri Lanka,2015,LKA,0.883,750.589,18.069
Sri Lanka,2016,LKA,1.02,544.566,11.92
Sri Lanka,2017,LKA,1.004,532.714,11.102
Sri Lanka,2018,LKA,0.905,801.33,16.029
Sri Lanka,2019,LKA,0.942,641.587,12.824
Sri Lanka,2020,LKA,0.905,686.401,14.89
Sri Lanka,2021,LKA,0.917,994.347,21.005
Sri Lanka,2022,LKA,0.805,986.263,23.449
Sri Lanka,2023,LKA,0.834,901.379,20.969
Sri Lanka,2024,LKA,0.901,1104.876,23.25
Sweden,1965,SWE,8.091,16675.623,33.526
Sweden,1966,SWE,9.29,16188.193,30.753
Sweden,1967,SWE,8.763,17403.83,32.567
Sweden,1968,SWE,9.809,17111.225,30.112
Sweden,1969,SWE,10.841,14582.612,25.774
Sweden,1970,SWE,11.475,14379.782,24.141
Sweden,1971,SWE,10.436,17902.68,29.832
Sweden,1972,SWE,10.428,18466.447,29.969
Sweden,1973,SWE,10.727,20591.688,31.677
Sweden,1974,SWE,9.781,19628.992,32.748
Sweden,1975,SWE,9.858,19664.24,31.076
Sweden,1976,SWE,10.732,18658.482,27.796
Sweden,1977,SWE,10.391,18144.41,27.494
Sweden,1978,SWE,9.603,19489.068,25.438
Sweden,1979,SWE,10.233,20587.92,25.528
Sweden,1980,SWE,8.629,19947.77,26.362
Sweden,1981,SWE,8.34,20294.391,27.101
Sweden,1982,SWE,7.478,18749.43,26.339
Sweden,1983,SWE,6.996,21736.48,30.82
Sweden,1984,SWE,6.874,23321.186,31.29
Sweden,1985,SWE,7.469,24291.107,30.037
Sweden,1986,SWE,7.409,20964.059,25.006
Sweden,1987,SWE,7.109,24498.871,30.041
Sweden,1988,SWE,6.807,23767.537,29.966
Sweden,1989,SWE,6.537,24274.627,31.528
Sweden,1990,SWE,6.709,24244.986,33.094
Sweden,1991,SWE,6.692,21067.799,28.996
Sweden,1992,SWE,6.635,24566.73,33.494
Sweden,1993,SWE,6.597,24579.428,34.016
Sweden,1994,SWE,6.833,19513.822,26.997
Sweden,1995,SWE,6.74,22297.711,30.274
Sweden,1996,SWE,7.166,17051.822,23.689
Sweden,1997,SWE,6.597,22729.518,30.62
Sweden,1998,SWE,6.64,24536.768,31.589
Sweden,1999,SWE,6.315,23546.432,31.011
Sweden,2000,SWE,6.187,26190.799,36.656
Sweden,2001,SWE,6.27,26046.82,34.203
Sweden,2002,SWE,6.345,22060.855,31.103
Sweden,2003,SWE,6.387,18151.115,27.305
Sweden,2004,SWE,6.274,21178.365,29.336
Sweden,2005,SWE,5.957,24610.812,33.911
Sweden,2006,SWE,5.908,21560.998,31.833
Sweden,2007,SWE,5.78,23355.402,34.16
Sweden,2008,SWE,5.506,24316.623,36.048
Sweden,2009,SWE,5.07,23476.791,38.656
Sweden,2010,SWE,5.654,24123.18,37.37
Sweden,2011,SWE,5.198,24374.992,38.676
Sweden,2012,SWE,4.896,27882.438,42.346
Sweden,2013,SWE,4.698,23367.621,38.22
Sweden,2014,SWE,4.474,23917.977,39.703
Sweden,2015,SWE,4.42,28046.465,45.535
Sweden,2016,SWE,4.364,24415.143,40.906
Sweden,2017,SWE,4.211,25395.605,41.625
Sweden,2018,SWE,4.113,24221.393,41.607
Sweden,2019,SWE,3.967,25857.174,43.747
Sweden,2020,SWE,3.537,28658.447,51.056
Sweden,2021,SWE,3.703,29504.889,50.01
Sweden,2022,SWE,3.465,30134.83,52.434
Sweden,2023,SWE,3.479,28815.332,52.459
Sweden,2024,SWE,3.592,28580.643,51.318
Switzerland,1965,CHE,5.181,11429.672,37.573
Switzerland,1966,CHE,5.322,12916.69,39.985
Switzerland,1967,CHE,5.429,13838.609,40.627
Switzerland,1968,CHE,5.931,13512.144,38.187
Switzerland,1969,CHE,6.201,12785.884,35.266
Switzerland,1970,CHE,6.512,13110.516,33.248
Switzerland,1971,CHE,6.742,12984.074,32.326
Switzerland,1972,CHE,6.854,10751.61,27.31
Switzerland,1973,CHE,7.326,11708.722,27.101
Switzerland,1974,CHE,6.532,12199.582,29.753
Switzerland,1975,CHE,6.161,14126.757,33.251
Switzerland,1976,CHE,6.416,11392.821,27.828
Switzerland,1977,CHE,6.532,15429.184,33.928
Switzerland,1978,CHE,6.712,14004.098,31.216
Switzerland,1979,CHE,6.332,13241.811,29.669
Switzerland,1980,CHE,6.405,14786.992,31.113
Switzerland,1981,CHE,6.106,15568.686,33.01
Switzerland,1982,CHE,5.722,15823.282,34.476
Switzerland,1983,CHE,6.233,15365.253,32.286
Switzerland,1984,CHE,6.071,13068.326,28.391
Switzerland,1985,CHE,6.145,13935.206,28.476
Switzerland,1986,CHE,6.492,14271.853,27.912
Switzerland,1987,CHE,6.139,14958.586,29.649
Switzerland,1988,CHE,6.163,15321.755,30.374
Switzerland,1989,CHE,5.925,12690.126,27.088
Switzerland,1990,CHE,6.576,12534.071,25.902
Switzerland,1991,CHE,6.787,13311.812,27.136
Switzerland,1992,CHE,6.693,13435.168,27.266
Switzerland,1993,CHE,6.286,14548.305,29.895
Switzerland,1994,CHE,6.101,15766.931,31.106
Switzerland,1995,CHE,6.166,14133.865,29.6
Switzerland,1996,CHE,6.237,11566.432,25.121
Switzerland,1997,CHE,6.072,13634.157,27.801
Switzerland,1998,CHE,6.276,13384.951,27.211
Switzerland,1999,CHE,6.221,15888.704,31.122
Switzerland,2000,CHE,6.072,14611.344,29.476
Switzerland,2001,CHE,6.239,16181.807,30.748
Switzerland,2002,CHE,5.972,13636.496,28.021
Switzerland,2003,CHE,6.089,13322.819,27.866
Switzerland,2004,CHE,6.125,12810.512,27.041
Switzerland,2005,CHE,6.159,11742.595,26.14
Switzerland,2006,CHE,6.066,11570.019,25.217
Switzerland,2007,CHE,5.746,12946.02,28.119
Switzerland,2008,CHE,5.85,12982.577,27.972
Switzerland,2009,CHE,5.625,12653.458,28.184
Switzerland,2010,CHE,5.755,12566.832,27.969
Switzerland,2011,CHE,5.177,11243.356,27.144
Switzerland,2012,CHE,5.281,13176.95,30.448
Switzerland,2013,CHE,5.337,12981.034,29.926
Switzerland,2014,CHE,4.792,12779.302,31.115
Switzerland,2015,CHE,4.678,12742.798,32.122
Switzerland,2016,CHE,4.684,11576.229,31.376
Switzerland,2017,CHE,4.523,11474.347,31.293
Switzerland,2018,CHE,4.338,11600.28,31.434
Switzerland,2019,CHE,4.293,12451.747,32.559
Switzerland,2020,CHE,3.975,12441.237,35.598
Switzerland,2021,CHE,4.123,12115.104,37.276
Switzerland,2022,CHE,3.748,10301.69,31.096
Switzerland,2023,CHE,3.605,12423.773,35.636
Switzerland,2024,CHE,3.595,14769.381,39.868
Taiwan,1965,TWN,1.36,547.31,10.277
Taiwan,1966,TWN,1.438,546.006,9.869
Taiwan,1967,TWN,1.58,526.323,8.945
Taiwan,1968,TWN,1.698,755.04,11.441
Taiwan,1969,TWN,1.81,583.724,8.618
Taiwan,1970,TWN,1.939,537.153,7.426
Taiwan,1971,TWN,2.082,567.822,6.376
Taiwan,1972,TWN,2.322,653.695,7.023
Taiwan,1973,TWN,2.552,598.608,5.613
Taiwan,1974,TWN,2.444,812.659,8.126
Taiwan,1975,TWN,2.655,892.982,8.248
Taiwan,1976,TWN,3.365,713.46,5.504
Taiwan,1977,TWN,3.592,656.577,4.71
Taiwan,1978,TWN,4.088,793.983,4.925
Taiwan,1979,TWN,4.272,715.283,4.267
Taiwan,1980,TWN,4.618,449.383,2.591
Taiwan,1981,TWN,4.076,722.775,4.539
Taiwan,1982,TWN,3.74,710.696,4.082
Taiwan,1983,TWN,4.024,729.082,3.832
Taiwan,1984,TWN,4.02,631.507,3.231
Taiwan,1985,TWN,3.906,852.202,4.227
Taiwan,1986,TWN,4.35,860.433,3.966
Taiwan,1987,TWN,4.522,764.969,3.292
Taiwan,1988,TWN,5.26,642.449,2.526
Taiwan,1989,TWN,5.633,691.533,2.587
Taiwan,1990,TWN,6.033,892.785,3.164
Taiwan,1991,TWN,6.43,551.669,1.866
Taiwan,1992,TWN,6.788,906.9,2.916
Taiwan,1993,TWN,7.275,573.357,1.757
Taiwan,1994,TWN,7.565,695.917,2.026
Taiwan,1995,TWN,7.897,679.951,1.878
Taiwan,1996,TWN,8.202,674.529,1.804
Taiwan,1997,TWN,8.717,740.827,1.887
Taiwan,1998,TWN,9.095,867.372,2.103
Taiwan,1999,TWN,9.369,738.706,1.723
Taiwan,2000,TWN,10.161,713.917,1.566
Taiwan,2001,TWN,10.31,811.804,1.734
Taiwan,2002,TWN,10.572,560.813,1.158
Taiwan,2003,TWN,10.992,612.152,1.214
Taiwan,2004,TWN,11.403,639.543,1.222
Taiwan,2005,TWN,11.693,743.978,1.409
Taiwan,2006,TWN,12.069,762.426,1.411
Taiwan,2007,TWN,12.174,858.308,1.531
Taiwan,2008,TWN,11.564,813.808,1.513
Taiwan,2009,TWN,10.923,763.867,1.468
Taiwan,2010,TWN,11.657,851.861,1.532
Taiwan,2011,TWN,11.892,886.988,1.604
Taiwan,2012,TWN,11.706,1077.192,1.971
Taiwan,2013,TWN,11.726,1091.144,1.964
Taiwan,2014,TWN,11.799,956.474,1.688
Taiwan,2015,TWN,11.741,994.468,1.76
Taiwan,2016,TWN,11.88,1225.059,2.162
Taiwan,2017,TWN,12.091,1182.769,2.089
Taiwan,2018,TWN,12.01,1196.118,2.094
Taiwan,2019,TWN,11.604,1460.917,2.611
Taiwan,2020,TWN,11.514,1453.762,2.676
Taiwan,2021,TWN,12.048,1701.036,2.932
Taiwan,2022,TWN,11.699,2373.543,4.235
Taiwan,2023,TWN,11.456,2686.618,5.005
Taiwan,2024,TWN,11.301,3371.988,6.268
Thailand,1965,THA,0.239,74.997,7.645
Thailand,1966,THA,0.295,92.113,8.119
Thailand,1967,THA,0.368,115.02,9.171
Thailand,1968,THA,0.502,114.779,7.333
Thailand,1969,THA,0.416,83.078,5.162
Thailand,1970,THA,0.427,138.061,7.414
Thailand,1971,THA,0.52,154.014,7.672
Thailand,1972,THA,0.574,126.536,5.326
Thailand,1973,THA,0.625,134.083,5.465
Thailand,1974,THA,0.604,170.896,6.874
Thailand,1975,THA,0.592,230.622,8.622
Thailand,1976,THA,0.682,241.136,8.737
Thailand,1977,THA,0.744,211.685,7.122
Thailand,1978,THA,0.794,133.849,4.308
Thailand,1979,THA,0.814,202.688,6.276
Thailand,1980,THA,0.871,77.461,2.436
Thailand,1981,THA,0.806,177.369,5.671
Thailand,1982,THA,0.787,224.353,7.145
Thailand,1983,THA,0.863,209.954,6.215
Thailand,1984,THA,0.915,229.7,6.25
Thailand,1985,THA,0.952,203.951,5.407
Thailand,1986,THA,0.957,300.244,7.626
Thailand,1987,THA,1.033,216.666,4.897
Thailand,1988,THA,1.147,196.766,4.017
Thailand,1989,THA,1.331,285.597,5.126
Thailand,1990,THA,1.581,250.091,3.878
Thailand,1991,THA,1.708,226.602,3.236
Thailand,1992,THA,1.867,205.52,2.724
Thailand,1993,THA,2.123,176.398,2.092
Thailand,1994,THA,2.349,212.679,2.278
Thailand,1995,THA,2.6,317.438,3.056
Thailand,1996,THA,2.897,345.275,2.978
Thailand,1997,THA,2.984,338.033,2.807
Thailand,1998,THA,2.596,245.484,2.24
Thailand,1999,THA,2.684,174.473,1.521
Thailand,2000,THA,2.656,285.864,2.432
Thailand,2001,THA,2.706,298.457,2.432
Thailand,2002,THA,2.873,350.644,2.662
Thailand,2003,THA,2.946,362.117,2.58
Thailand,2004,THA,3.168,332.936,2.204
Thailand,2005,THA,3.246,325.626,2.108
Thailand,2006,THA,3.242,426.257,2.724
Thailand,2007,THA,3.339,454.556,2.832
Thailand,2008,THA,3.316,455.979,2.862
Thailand,2009,THA,3.359,484.441,2.98
Thailand,2010,THA,3.514,472.55,2.75
Thailand,2011,THA,3.549,603.914,3.442
Thailand,2012,THA,3.778,703.091,3.781
Thailand,2013,THA,3.776,713.509,3.8
Thailand,2014,THA,3.881,818.419,4.24
Thailand,2015,THA,3.928,819.53,4.202
Thailand,2016,THA,4.009,914.672,4.617
Thailand,2017,THA,3.982,1068.898,5.318
Thailand,2018,THA,4.039,1318.597,6.379
Thailand,2019,THA,3.941,1434.843,6.951
Thailand,2020,THA,3.796,1339.471,6.97
Thailand,2021,THA,3.724,1357.22,7.034
Thailand,2022,THA,3.8,1399.12,7.248
Thailand,2023,THA,3.692,1469.342,7.608
Thailand,2024,THA,3.736,1464.25,7.403
Trinidad and Tobago,1965,TTO,5.591,0.0,0.0
Trinidad and Tobago,1966,TTO,4.297,0.0,0.0
Trinidad and Tobago,1967,TTO,4.845,0.0,0.0
Trinidad and Tobago,1968,TTO,4.166,0.0,0.0
Trinidad and Tobago,1969,TTO,3.978,0.0,0.0
Trinidad and Tobago,1970,TTO,9.068,0.0,0.0
Trinidad and Tobago,1971,TTO,8.076,109.093,0.242
Trinidad and Tobago,1972,TTO,8.114,107.766,0.176
Trinidad and Tobago,1973,TTO,9.135,88.169,0.147
Trinidad and Tobago,1974,TTO,9.649,75.065,0.131
Trinidad and Tobago,1975,TTO,9.125,68.227,0.15
Trinidad and Tobago,1976,TTO,14.921,55.682,0.11
Trinidad and Tobago,1977,TTO,14.968,66.578,0.128
Trinidad and Tobago,1978,TTO,14.004,82.884,0.161
Trinidad and Tobago,1979,TTO,15.083,81.817,0.182
Trinidad and Tobago,1980,TTO,15.083,72.431,0.169
Trinidad and Tobago,1981,TTO,15.189,52.306,0.117
Trinidad and Tobago,1982,TTO,16.033,49.001,0.095
Trinidad and Tobago,1983,TTO,14.023,43.084,0.086
Trinidad and Tobago,1984,TTO,14.922,34.634,0.071
Trinidad and Tobago,1985,TTO,17.452,44.742,0.09
Trinidad and Tobago,1986,TTO,14.423,67.532,0.132
Trinidad and Tobago,1987,TTO,14.365,79.577,0.167
Trinidad and Tobago,1988,TTO,12.87,68.594,0.132
Trinidad and Tobago,1989,TTO,12.969,65.439,0.13
Trinidad and Tobago,1990,TTO,13.559,77.363,0.139
Trinidad and Tobago,1991,TTO,13.441,61.897,0.113
Trinidad and Tobago,1992,TTO,15.018,73.721,0.128
Trinidad and Tobago,1993,TTO,13.593,68.334,0.113
Trinidad and Tobago,1994,TTO,11.908,77.618,0.122
Trinidad and Tobago,1995,TTO,11.369,79.623,0.116
Trinidad and Tobago,1996,TTO,14.181,40.836,0.053
Trinidad and Tobago,1997,TTO,14.473,43.076,0.056
Trinidad and Tobago,1998,TTO,15.182,42.932,0.055
Trinidad and Tobago,1999,TTO,17.175,42.785,0.049
Trinidad and Tobago,2000,TTO,18.45,48.474,0.054
Trinidad and Tobago,2001,TTO,20.172,70.532,0.074
Trinidad and Tobago,2002,TTO,21.533,63.814,0.06
Trinidad and Tobago,2003,TTO,24.18,31.883,0.028
Trinidad and Tobago,2004,TTO,24.297,58.618,0.046
Trinidad and Tobago,2005,TTO,28.257,56.303,0.041
Trinidad and Tobago,2006,TTO,31.433,65.88,0.041
Trinidad and Tobago,2007,TTO,33.371,49.885,0.031
Trinidad and Tobago,2008,TTO,32.39,52.347,0.033
Trinidad and Tobago,2009,TTO,32.209,50.552,0.032
Trinidad and Tobago,2010,TTO,33.961,8.278,0.005
Trinidad and Tobago,2011,TTO,33.723,8.186,0.005
Trinidad and Tobago,2012,TTO,32.881,11.434,0.007
Trinidad and Tobago,2013,TTO,32.421,11.275,0.007
Trinidad and Tobago,2014,TTO,32.978,11.151,0.007
Trinidad and Tobago,2015,TTO,31.86,11.08,0.007
Trinidad and Tobago,2016,TTO,27.743,10.936,0.008
Trinidad and Tobago,2017,TTO,27.882,10.82,0.008
Trinidad and Tobago,2018,TTO,27.41,10.581,0.008
Trinidad and Tobago,2019,TTO,27.446,10.427,0.008
Trinidad and Tobago,2020,TTO,23.661,10.428,0.009
Trinidad and Tobago,2021,TTO,24.46,10.356,0.009
Trinidad and Tobago,2022,TTO,25.063,10.274,0.009
Trinidad and Tobago,2023,TTO,23.644,10.163,0.009
Trinidad and Tobago,2024,TTO,22.932,11.434,0.011
Turkey,1965,TUR,0.846,196.792,6.992
Turkey,1966,TUR,0.95,207.247,6.581
Turkey,1967,TUR,0.983,210.181,6.62
Turkey,1968,TUR,1.038,268.551,7.452
Turkey,1969,TUR,1.083,282.929,7.369
Turkey,1970,TUR,1.162,244.093,6.12
Turkey,1971,TUR,1.27,206.746,4.791
Turkey,1972,TUR,1.398,245.833,5.224
Turkey,1973,TUR,1.509,199.527,3.826
Turkey,1974,TUR,1.516,247.911,4.768
Turkey,1975,TUR,1.595,416.202,7.345
Turkey,1976,TUR,1.752,567.219,9.082
Turkey,1977,TUR,1.898,572.628,8.548
Turkey,1978,TUR,1.76,603.917,8.689
Turkey,1979,TUR,1.688,652.283,10.173
Turkey,1980,TUR,1.659,703.559,10.777
Turkey,1981,TUR,1.712,763.98,11.839
Turkey,1982,TUR,1.825,831.576,12.066
Turkey,1983,TUR,1.857,650.344,9.331
Turkey,1984,TUR,1.918,753.707,10.516
Turkey,1985,TUR,2.089,660.46,8.719
Turkey,1986,TUR,2.238,639.574,7.911
Turkey,1987,TUR,2.436,982.086,10.896
Turkey,1988,TUR,2.32,1495.638,15.44
Turkey,1989,TUR,2.509,909.982,9.725
Turkey,1990,TUR,2.759,1152.343,11.585
Turkey,1991,TUR,2.826,1111.793,11.138
Turkey,1992,TUR,2.884,1278.919,12.401
Turkey,1993,TUR,2.954,1605.562,14.592
Turkey,1994,TUR,2.842,1421.983,13.571
Turkey,1995,TUR,3.026,1633.576,14.165
