Entity,Year,Code,co2_per_capita,renewables_energy_per_capita,renewables_share_energy
India,2000,IND,0.933,211.886,6.042
India,2001,IND,0.929,196.829,5.693
India,2002,IND,0.941,183.337,5.218
India,2003,IND,0.957,183.994,5.144
India,2004,IND,0.999,262.681,6.887
India,2005,IND,1.035,252.724,6.359
India,2006,IND,1.103,293.929,7.134
India,2007,IND,1.17,320.527,7.276
India,2008,IND,1.234,308.547,6.712
India,2009,IND,1.316,290.375,5.965
India,2010,IND,1.35,303.142,6.057
India,2011,IND,1.4,362.263,6.967
India,2012,IND,1.507,335.554,6.208
India,2013,IND,1.54,371.517,6.75
India,2014,IND,1.637,396.539,6.829
India,2015,IND,1.681,376.293,6.357
India,2016,IND,1.75,390.035,6.37
India,2017,IND,1.784,426.385,6.793
India,2018,IND,1.888,479.617,7.307
India,2019,IND,1.88,539.006,8.108
India,2020,IND,1.727,554.367,8.893
India,2021,IND,1.892,581.251,8.657
India,2022,IND,1.986,661.233,9.421
India,2023,IND,2.13,663.527,8.861
India,2024,IND,2.201,710.831,9.146
Indonesia,1965,IDN,0.243,50.018,6.022
Indonesia,1966,IDN,0.225,63.514,7.898
Indonesia,1967,IDN,0.23,69.49,8.981
Indonesia,1968,IDN,0.252,83.561,10.412
Indonesia,1969,IDN,0.297,84.992,9.643
Indonesia,1970,IDN,0.309,100.516,10.946
Indonesia,1971,IDN,0.328,32.231,3.768
Indonesia,1972,IDN,0.355,28.065,3.176
Indonesia,1973,IDN,0.392,34.49,3.554
Indonesia,1974,IDN,0.398,37.242,3.674
Indonesia,1975,IDN,0.409,38.082,3.146
Indonesia,1976,IDN,0.457,21.796,1.756
Indonesia,1977,IDN,0.595,35.357,2.209
Indonesia,1978,IDN,0.662,24.647,1.402
Indonesia,1979,IDN,0.654,26.758,1.369
Indonesia,1980,IDN,0.637,23.654,1.154
Indonesia,1981,IDN,0.658,23.025,1.072
Indonesia,1982,IDN,0.676,24.544,1.147
Indonesia,1983,IDN,0.659,36.063,1.629
Indonesia,1984,IDN,0.689,38.501,1.616
Indonesia,1985,IDN,0.729,46.079,1.863
Indonesia,1986,IDN,0.718,72.715,2.811
Indonesia,1987,IDN,0.714,73.369,2.74
Indonesia,1988,IDN,0.75,79.062,2.851
Indonesia,1989,IDN,0.73,96.805,3.208
Indonesia,1990,IDN,0.845,117.48,3.597
Indonesia,1991,IDN,0.936,127.782,3.661
Indonesia,1992,IDN,1.049,158.837,4.219
Indonesia,1993,IDN,1.112,145.417,3.686
Indonesia,1994,IDN,1.115,138.292,3.404
Indonesia,1995,IDN,1.112,149.837,3.445
Indonesia,1996,IDN,1.244,156.658,3.415
Indonesia,1997,IDN,1.354,120.171,2.451
Indonesia,1998,IDN,1.164,186.143,3.927
Indonesia,1999,IDN,1.37,193.177,3.788
Indonesia,2000,IDN,1.301,199.227,3.699
Indonesia,2001,IDN,1.446,233.02,4.096
Indonesia,2002,IDN,1.388,210.385,3.647
Indonesia,2003,IDN,1.506,197.675,3.195
Indonesia,2004,IDN,1.504,206.412,3.415
Indonesia,2005,IDN,1.505,214.506,3.494
Indonesia,2006,IDN,1.481,199.324,3.234
Indonesia,2007,IDN,1.635,220.271,3.374
Indonesia,2008,IDN,1.521,236.059,3.62
Indonesia,2009,IDN,1.639,247.224,3.736
Indonesia,2010,IDN,1.808,312.203,4.417
Indonesia,2011,IDN,2.006,262.097,3.554
Indonesia,2012,IDN,2.041,274.541,3.577
Indonesia,2013,IDN,1.929,323.653,4.534
Indonesia,2014,IDN,1.924,338.127,4.708
Indonesia,2015,IDN,2.105,290.469,4.003
Indonesia,2016,IDN,2.071,414.29,5.81
Indonesia,2017,IDN,2.136,418.546,5.518
Indonesia,2018,IDN,2.25,635.144,8.029
Indonesia,2019,IDN,2.441,713.722,8.613
Indonesia,2020,IDN,2.268,821.447,10.644
Indonesia,2021,IDN,2.287,881.074,11.076
Indonesia,2022,IDN,2.719,1008.235,10.208
Indonesia,2023,IDN,2.711,1061.278,10.695
Indonesia,2024,IDN,2.865,1155.609,10.954
Iran,1965,IRN,2.146,190.734,4.924
Iran,1966,IRN,2.482,198.667,4.854
Iran,1967,IRN,2.549,207.457,4.75
Iran,1968,IRN,3.001,216.553,4.647
Iran,1969,IRN,2.937,226.214,4.557
Iran,1970,IRN,3.149,236.297,4.159
Iran,1971,IRN,3.384,246.511,4.081
Iran,1972,IRN,3.429,314.434,4.729
Iran,1973,IRN,4.066,258.71,3.349
Iran,1974,IRN,4.384,276.617,3.253
Iran,1975,IRN,4.118,281.817,2.931
Iran,1976,IRN,4.492,305.87,2.913
Iran,1977,IRN,4.559,306.449,2.658
Iran,1978,IRN,4.371,464.572,4.263
Iran,1979,IRN,4.246,389.13,3.422
Iran,1980,IRN,3.029,389.152,3.828
Iran,1981,IRN,2.698,403.168,4.165
Iran,1982,IRN,3.12,401.235,3.872
Iran,1983,IRN,3.259,377.648,3.19
Iran,1984,IRN,3.147,340.076,2.759
Iran,1985,IRN,3.237,330.483,2.549
Iran,1986,IRN,2.883,380.658,3.253
Iran,1987,IRN,2.988,407.158,3.364
Iran,1988,IRN,3.195,415.915,3.481
Iran,1989,IRN,3.37,329.777,2.598
Iran,1990,IRN,3.616,351.195,2.531
Iran,1991,IRN,3.718,259.64,1.771
Iran,1992,IRN,3.73,417.859,2.631
Iran,1993,IRN,3.86,476.493,3.255
Iran,1994,IRN,4.305,311.368,1.901
Iran,1995,IRN,4.355,371.662,2.188
Iran,1996,IRN,4.399,389.358,2.13
Iran,1997,IRN,4.231,259.316,1.393
Iran,1998,IRN,4.737,322.381,1.685
Iran,1999,IRN,5.722,219.776,1.081
Iran,2000,IRN,5.529,159.656,0.76
Iran,2001,IRN,5.781,170.193,0.77
Iran,2002,IRN,5.838,323.971,1.356
Iran,2003,IRN,5.976,380.992,1.584
Iran,2004,IRN,6.293,462.083,1.774
Iran,2005,IRN,6.499,543.368,2.014
Iran,2006,IRN,6.826,678.876,2.353
Iran,2007,IRN,6.806,645.263,2.139
Iran,2008,IRN,6.999,266.738,0.867
Iran,2009,IRN,7.107,238.634,0.767
Iran,2010,IRN,7.253,350.961,1.106
Iran,2011,IRN,7.353,361.026,1.109
Iran,2012,IRN,7.55,416.067,1.284
Iran,2013,IRN,7.586,472.846,1.423
Iran,2014,IRN,7.904,460.874,1.349
Iran,2015,IRN,7.77,411.055,1.23
Iran,2016,IRN,7.692,467.967,1.344
Iran,2017,IRN,8.19,519.435,1.462
Iran,2018,IRN,7.716,313.134,0.864
Iran,2019,IRN,8.354,998.354,2.641
Iran,2020,IRN,8.499,702.07,1.802
Iran,2021,IRN,8.813,434.541,1.14
Iran,2022,IRN,8.57,433.158,1.112
Iran,2023,IRN,8.715,665.79,1.68
Iran,2024,IRN,8.656,561.098,1.433
Iraq,1965,IRQ,2.352,23.947,0.854
Iraq,1966,IRQ,3.262,30.382,1.017
Iraq,1967,IRQ,2.093,33.561,1.151
Iraq,1968,IRQ,2.168,39.186,1.309
Iraq,1969,IRQ,2.404,41.776,1.249
Iraq,1970,IRQ,2.453,49.177,1.224
Iraq,1971,IRQ,2.861,55.127,1.297
Iraq,1972,IRQ,2.83,53.264,1.107
Iraq,1973,IRQ,2.836,74.617,1.634
Iraq,1974,IRQ,2.768,99.493,2.302
Iraq,1975,IRQ,2.869,110.932,2.427
Iraq,1976,IRQ,4.087,106.894,1.921
Iraq,1977,IRQ,3.54,127.501,2.264
Iraq,1978,IRQ,3.313,154.208,2.671
Iraq,1979,IRQ,4.017,217.66,3.11
Iraq,1980,IRQ,3.346,141.014,1.894
Iraq,1981,IRQ,2.288,120.977,1.791
Iraq,1982,IRQ,2.12,115.692,1.7
Iraq,1983,IRQ,2.604,112.305,1.48
Iraq,1984,IRQ,2.617,110.67,1.358
Iraq,1985,IRQ,2.839,108.04,1.184
Iraq,1986,IRQ,2.961,103.686,1.011
Iraq,1987,IRQ,3.189,437.153,3.719
Iraq,1988,IRQ,4.004,427.127,3.211
Iraq,1989,IRQ,4.202,415.918,2.827
Iraq,1990,IRQ,2.826,734.728,5.453
Iraq,1991,IRQ,2.561,335.383,3.982
Iraq,1992,IRQ,3.225,792.171,6.114
Iraq,1993,IRQ,3.295,891.399,5.43
Iraq,1994,IRQ,3.802,861.72,4.862
Iraq,1995,IRQ,3.834,949.635,5.564
Iraq,1996,IRQ,3.48,838.369,5.065
Iraq,1997,IRQ,3.44,827.706,4.349
Iraq,1998,IRQ,3.539,752.278,5.437
Iraq,1999,IRQ,3.487,418.261,4.325
Iraq,2000,IRQ,3.428,363.551,2.757
Iraq,2001,IRQ,3.842,405.74,2.842
Iraq,2002,IRQ,3.733,480.389,3.656
Iraq,2003,IRQ,3.784,483.491,4.274
Iraq,2004,IRQ,4.098,565.034,4.794
Iraq,2005,IRQ,4.023,463.098,4.279
Iraq,2006,IRQ,3.454,466.314,4.466
Iraq,2007,IRQ,2.161,427.748,4.029
Iraq,2008,IRQ,3.256,267.034,2.24
Iraq,2009,IRQ,3.5,247.133,2.191
Iraq,2010,IRQ,3.672,303.242,2.404
Iraq,2011,IRQ,3.841,273.838,2.177
Iraq,2012,IRQ,3.983,336.719,2.572
Iraq,2013,IRQ,4.016,337.436,2.456
Iraq,2014,IRQ,3.762,201.369,1.544
Iraq,2015,IRQ,3.795,175.477,1.4
Iraq,2016,IRQ,3.981,223.928,1.709
Iraq,2017,IRQ,4.257,141.938,0.934
Iraq,2018,IRQ,4.623,135.558,0.877
Iraq,2019,IRQ,4.656,320.87,1.982
Iraq,2020,IRQ,4.086,266.116,1.887
Iraq,2021,IRQ,4.484,212.864,1.484
Iraq,2022,IRQ,4.939,168.771,1.095
Iraq,2023,IRQ,5.056,95.212,0.598
Iraq,2024,IRQ,5.074,93.465,0.584
Ireland,1965,IRL,4.774,910.758,3.877
Ireland,1966,IRL,5.225,816.338,3.117
Ireland,1967,IRL,5.643,767.216,2.718
Ireland,1968,IRL,6.089,729.497,2.228
Ireland,1969,IRL,6.289,549.272,1.682
Ireland,1970,IRL,6.548,752.712,2.946
Ireland,1971,IRL,7.509,431.731,1.643
Ireland,1972,IRL,7.256,627.57,2.296
Ireland,1973,IRL,7.407,576.055,2.036
Ireland,1974,IRL,7.437,701.358,2.475
Ireland,1975,IRL,6.934,457.137,1.75
Ireland,1976,IRL,6.904,510.342,1.944
Ireland,1977,IRL,7.189,630.784,2.289
Ireland,1978,IRL,7.082,582.225,2.062
Ireland,1979,IRL,8.116,679.451,2.213
Ireland,1980,IRL,7.693,681.065,2.32
Ireland,1981,IRL,7.557,693.167,2.443
Ireland,1982,IRL,7.356,641.365,2.295
Ireland,1983,IRL,7.355,618.842,2.261
Ireland,1984,IRL,7.267,542.108,2.012
Ireland,1985,IRL,7.574,658.686,2.34
Ireland,1986,IRL,8.061,720.562,2.378
Ireland,1987,IRL,8.538,538.368,1.755
Ireland,1988,IRL,8.477,687.334,2.243
Ireland,1989,IRL,8.562,552.063,1.741
Ireland,1990,IRL,9.375,550.968,1.644
Ireland,1991,IRL,9.528,586.325,1.694
Ireland,1992,IRL,9.413,641.672,1.858
Ireland,1993,IRL,9.428,605.873,1.727
Ireland,1994,IRL,9.704,726.525,1.995
Ireland,1995,IRL,9.93,560.836,1.517
Ireland,1996,IRL,10.298,585.087,1.511
Ireland,1997,IRL,10.567,619.619,1.563
Ireland,1998,IRL,10.969,883.746,2.094
Ireland,1999,IRL,11.309,840.399,1.907
Ireland,2000,IRL,11.9,874.359,1.92
Ireland,2001,IRL,12.324,743.573,1.57
Ireland,2002,IRL,11.73,971.125,2.106
Ireland,2003,IRL,11.441,785.263,1.775
Ireland,2004,IRL,11.354,940.317,2.123
Ireland,2005,IRL,11.588,1227.97,2.716
Ireland,2006,IRL,11.15,1567.56,3.451
Ireland,2007,IRL,10.847,1762.855,3.934
Ireland,2008,IRL,10.558,2270.569,5.203
Ireland,2009,IRL,9.303,2601.61,6.704
Ireland,2010,IRL,9.167,2396.661,6.149
Ireland,2011,IRL,8.31,3340.517,9.032
Ireland,2012,IRL,8.309,3210.026,8.861
Ireland,2013,IRL,8.061,3423.319,9.648
Ireland,2014,IRL,7.911,3840.302,10.938
Ireland,2015,IRL,8.233,4592.599,12.506
Ireland,2016,IRL,8.492,4386.334,11.537
Ireland,2017,IRL,8.116,5162.07,13.692
Ireland,2018,IRL,7.988,5758.226,15.142
Ireland,2019,IRL,7.54,6554.747,17.39
Ireland,2020,IRL,7.035,7292.109,20.819
Ireland,2021,IRL,7.452,6306.125,17.799
Ireland,2022,IRL,7.177,7013.498,19.42
Ireland,2023,IRL,6.46,7484.979,21.82
Ireland,2024,IRL,6.339,7585.669,22.18
Israel,1965,ISR,5.545,0.0,0.0
Israel,1966,ISR,5.58,0.0,0.0
Israel,1967,ISR,5.329,0.0,0.0
Israel,1968,ISR,5.214,0.0,0.0
Israel,1969,ISR,5.374,0.0,0.0
Israel,1970,ISR,5.78,0.0,0.0
Israel,1971,ISR,5.448,0.0,0.0
Israel,1972,ISR,5.485,0.0,0.0
Israel,1973,ISR,6.089,0.0,0.0
Israel,1974,ISR,5.978,0.0,0.0
Israel,1975,ISR,5.889,0.0,0.0
Israel,1976,ISR,5.737,0.0,0.0
Israel,1977,ISR,5.68,0.0,0.0
Israel,1978,ISR,5.907,0.0,0.0
Israel,1979,ISR,5.731,0.0,0.0
Israel,1980,ISR,5.639,0.0,0.0
Israel,1981,ISR,5.528,1.461,0.006
Israel,1982,ISR,6.142,1.431,0.005
Israel,1983,ISR,5.988,0.702,0.003
Israel,1984,ISR,5.825,1.377,0.005
Israel,1985,ISR,5.995,1.353,0.006
Israel,1986,ISR,6.32,3.998,0.016
Israel,1987,ISR,6.389,6.556,0.025
Israel,1988,ISR,6.896,6.449,0.023
Israel,1989,ISR,7.165,1.902,0.007
Israel,1990,ISR,7.882,1.834,0.006
Israel,1991,ISR,7.563,3.487,0.013
Israel,1992,ISR,8.489,16.25,0.053
Israel,1993,ISR,8.697,14.2,0.043
Israel,1994,ISR,9.101,12.247,0.037
Israel,1995,ISR,9.312,12.969,0.036
Israel,1996,ISR,9.444,12.122,0.033
Israel,1997,ISR,9.717,12.299,0.031
Israel,1998,ISR,9.673,11.994,0.03
Israel,1999,ISR,9.209,15.416,0.038
Israel,2000,ISR,9.739,14.091,0.038
Israel,2001,ISR,10.068,8.826,0.024
Israel,2002,ISR,9.284,32.076,0.088
Israel,2003,ISR,9.598,36.453,0.099
Israel,2004,ISR,8.871,34.591,0.094
Israel,2005,ISR,8.402,42.604,0.117
Israel,2006,ISR,9.081,24.342,0.068
Israel,2007,ISR,9.02,21.952,0.06
Israel,2008,ISR,9.598,25.465,0.069
Israel,2009,ISR,8.862,52.665,0.149
Israel,2010,ISR,9.308,80.052,0.222
Israel,2011,ISR,9.181,127.447,0.353
Israel,2012,ISR,9.83,186.392,0.502
Israel,2013,ISR,8.142,201.093,0.583
Israel,2014,ISR,7.633,325.675,0.987
Israel,2015,ISR,7.815,433.215,1.269
Israel,2016,ISR,7.45,595.979,1.746
Israel,2017,ISR,7.038,597.373,1.75
Israel,2018,ISR,7.049,648.441,1.89
Israel,2019,ISR,6.809,1009.162,2.903
Israel,2020,ISR,6.737,1300.711,4.024
Israel,2021,ISR,6.592,1591.904,4.889
Israel,2022,ISR,6.84,1816.181,5.387
Israel,2023,ISR,5.983,2393.993,7.83
Israel,2024,ISR,5.607,2881.895,9.795
Italy,1965,ITA,3.682,2462.868,13.761
Italy,1966,ITA,4.122,2540.807,13.179
Italy,1967,ITA,4.474,2454.615,11.842
Italy,1968,ITA,4.727,2463.385,11.071
Italy,1969,ITA,5.082,2379.611,9.995
Italy,1970,ITA,5.551,2347.99,8.984
Italy,1971,ITA,5.792,2266.075,8.281
Italy,1972,ITA,6.071,2344.334,8.224
Italy,1973,ITA,6.489,2134.894,7.222
Italy,1974,ITA,6.535,2157.047,7.35
Italy,1975,ITA,6.182,2291.327,8.029
Italy,1976,ITA,6.596,2176.992,7.263
Italy,1977,ITA,6.361,2758.866,9.228
Italy,1978,ITA,6.637,2471.859,8.097
Italy,1979,ITA,6.863,2486.687,7.925
Italy,1980,ITA,6.85,2447.22,8.044
Italy,1981,ITA,6.625,2301.624,7.759
Italy,1982,ITA,6.468,2224.513,7.661
Italy,1983,ITA,6.314,2214.844,7.798
Italy,1984,ITA,6.418,2264.21,7.856
Italy,1985,ITA,6.49,2163.501,7.548
Italy,1986,ITA,6.386,2173.302,7.384
Italy,1987,ITA,6.681,2106.986,6.95
Italy,1988,ITA,6.78,2168.031,6.984
Italy,1989,ITA,7.104,1843.321,5.772
Italy,1990,ITA,7.684,1719.898,4.568
Italy,1991,ITA,7.67,2236.339,6.125
Italy,1992,ITA,7.666,2247.091,6.129
Italy,1993,ITA,7.526,2220.235,6.154
Italy,1994,ITA,7.393,2355.214,6.574
Italy,1995,ITA,7.815,2028.259,5.386
Italy,1996,ITA,7.747,2271.272,5.983
Italy,1997,ITA,7.844,2271.441,5.928
Italy,1998,ITA,8.054,2286.841,5.959
Italy,1999,ITA,8.132,2523.756,6.543
Italy,2000,ITA,8.199,2504.724,6.853
Italy,2001,ITA,8.196,2659.904,7.295
Italy,2002,ITA,8.309,2354.778,6.453
Italy,2003,ITA,8.575,2272.053,6.06
Italy,2004,ITA,8.606,2628.864,6.893
Italy,2005,ITA,8.567,2334.86,6.161
Italy,2006,ITA,8.443,2424.978,6.427
Italy,2007,ITA,8.286,2267.294,6.173
Italy,2008,ITA,8.028,2808.795,7.803
Italy,2009,ITA,7.079,3359.328,10.127
Italy,2010,ITA,7.241,3727.355,10.921
Italy,2011,ITA,7.022,3968.702,11.912
Italy,2012,ITA,6.665,4347.991,13.499
Italy,2013,ITA,6.091,5172.381,16.96
Italy,2014,ITA,5.759,5501.412,18.517
Italy,2015,ITA,5.964,5024.947,16.66
Italy,2016,ITA,5.922,4947.602,16.412
Italy,2017,ITA,5.84,4768.667,15.675
Italy,2018,ITA,5.791,5229.956,17.059
Italy,2019,ITA,5.648,5292.727,17.412
Italy,2020,ITA,5.051,5347.12,19.399
Italy,2021,ITA,5.624,5348.62,18.014
Italy,2022,ITA,5.705,4672.377,15.951
Italy,2023,ITA,5.249,5285.862,18.854
Italy,2024,ITA,5.088,5932.423,20.931
Japan,1965,JPN,3.835,2093.875,11.622
Japan,1966,JPN,4.12,2163.327,10.676
Japan,1967,JPN,4.758,1849.324,8.208
Japan,1968,JPN,5.397,1957.336,7.982
Japan,1969,JPN,6.199,1984.406,7.019
Japan,1970,JPN,7.213,1969.808,6.173
Japan,1971,JPN,7.407,2173.42,6.579
Japan,1972,JPN,7.882,2171.073,6.21
Japan,1973,JPN,8.265,1684.117,4.439
Japan,1974,JPN,8.163,2058.998,5.551
Japan,1975,JPN,7.676,2054.921,5.661
Japan,1976,JPN,7.944,2037.881,5.443
Japan,1977,JPN,8.095,1768.187,4.786
Japan,1978,JPN,7.764,1691.255,4.52
Japan,1979,JPN,8.144,1937.71,5.129
Japan,1980,JPN,8.014,2100.954,5.813
Japan,1981,JPN,7.819,2074.627,5.864
Japan,1982,JPN,7.538,2155.315,6.312
Japan,1983,JPN,7.373,2238.962,6.397
Japan,1984,JPN,7.813,1967.099,5.444
Japan,1985,JPN,7.575,2233.606,6.056
Japan,1986,JPN,7.531,2205.089,6.014
Japan,1987,JPN,7.399,2082.669,5.468
Japan,1988,JPN,8.04,2455.697,6.138
Japan,1989,JPN,8.307,2506.014,6.123
Japan,1990,JPN,9.359,2243.243,5.368
Japan,1991,JPN,9.416,2410.838,5.6
Japan,1992,JPN,9.45,2085.569,4.805
Japan,1993,JPN,9.367,2349.848,5.348
Japan,1994,JPN,9.763,1765.915,3.887
Japan,1995,JPN,9.834,2097.944,4.483
Japan,1996,JPN,9.912,2081.163,4.371
Japan,1997,JPN,9.828,2310.591,4.773
Japan,1998,JPN,9.493,2357.966,4.961
Japan,1999,JPN,9.764,2247.476,4.664
Japan,2000,JPN,9.921,2253.357,4.603
Japan,2001,JPN,9.79,2179.84,4.508
Japan,2002,JPN,10.005,2171.179,4.514
Japan,2003,JPN,10.056,2449.24,5.098
Japan,2004,JPN,10.008,2442.466,5.023
Japan,2005,JPN,10.057,2234.198,4.52
Japan,2006,JPN,9.871,2467.354,5.011
Japan,2007,JPN,10.141,2194.187,4.499
Japan,2008,JPN,9.587,2181.407,4.561
Japan,2009,JPN,9.051,2075.344,4.756
Japan,2010,JPN,9.448,2508.218,5.404
Japan,2011,JPN,9.846,2400.329,5.447
Japan,2012,JPN,10.178,2354.55,5.379
Japan,2013,JPN,10.271,2536.953,5.829
Japan,2014,JPN,9.886,2804.523,6.604
Japan,2015,JPN,9.585,3225.911,7.685
Japan,2016,JPN,9.436,3148.987,7.593
Japan,2017,JPN,9.321,3367.779,8.029
Japan,2018,JPN,8.971,3606.433,8.65
Japan,2019,JPN,8.698,3625.492,8.871
Japan,2020,JPN,8.213,3972.055,10.457
Japan,2021,JPN,8.422,4302.122,10.814
Japan,2022,JPN,8.237,4432.941,11.154
Japan,2023,JPN,7.935,4642.009,11.965
Japan,2024,JPN,7.772,4886.513,12.697
Kazakhstan,1985,KAZ,15.791,902.842,1.82
Kazakhstan,1986,KAZ,15.873,816.762,1.633
Kazakhstan,1987,KAZ,15.531,963.358,1.915
Kazakhstan,1988,KAZ,16.312,1157.298,2.254
Kazakhstan,1989,KAZ,15.568,1191.714,2.388
Kazakhstan,1990,KAZ,15.588,1192.785,2.384
Kazakhstan,1991,KAZ,15.072,1157.501,2.333
Kazakhstan,1992,KAZ,13.473,1100.365,2.254
Kazakhstan,1993,KAZ,12.015,1226.761,2.838
Kazakhstan,1994,KAZ,10.248,1495.984,3.836
Kazakhstan,1995,KAZ,10.069,1383.199,3.875
Kazakhstan,1996,KAZ,9.425,1240.488,3.917
Kazakhstan,1997,KAZ,9.181,1125.257,3.938
Kazakhstan,1998,KAZ,9.306,1090.143,3.95
Kazakhstan,1999,KAZ,7.684,1102.062,4.197
Kazakhstan,2000,KAZ,9.173,1349.554,5.679
Kazakhstan,2001,KAZ,8.862,1433.245,5.382
Kazakhstan,2002,KAZ,10.013,1555.56,5.767
Kazakhstan,2003,KAZ,11.114,1492.319,5.074
Kazakhstan,2004,KAZ,11.702,1377.512,4.463
Kazakhstan,2005,KAZ,12.428,1322.523,4.196
Kazakhstan,2006,KAZ,13.639,1289.779,3.832
Kazakhstan,2007,KAZ,13.884,1336.789,3.613
Kazakhstan,2008,KAZ,13.764,1198.24,3.104
Kazakhstan,2009,KAZ,13.429,1086.375,3.18
Kazakhstan,2010,KAZ,14.735,1240.775,3.426
Kazakhstan,2011,KAZ,13.955,1196.736,2.948
Kazakhstan,2012,KAZ,14.172,1137.783,2.703
Kazakhstan,2013,KAZ,14.441,1126.957,2.709
Kazakhstan,2014,KAZ,16.79,1182.172,2.743
Kazakhstan,2015,KAZ,16.758,1322.601,3.77
Kazakhstan,2016,KAZ,16.431,1640.024,4.246
Kazakhstan,2017,KAZ,17.034,1560.867,3.815
Kazakhstan,2018,KAZ,17.408,1432.93,3.445
Kazakhstan,2019,KAZ,15.411,1430.069,3.447
Kazakhstan,2020,KAZ,14.464,1512.503,4.014
Kazakhstan,2021,KAZ,12.404,1570.31,3.78
Kazakhstan,2022,KAZ,13.694,1629.765,3.995
Kazakhstan,2023,KAZ,14.076,1734.645,4.179
Kazakhstan,2024,KAZ,13.937,2136.749,5.12
Kuwait,1965,KWT,67.905,0.0,0.0
Kuwait,1966,KWT,61.34,0.0,0.0
Kuwait,1967,KWT,40.472,0.0,0.0
Kuwait,1968,KWT,33.661,0.0,0.0
Kuwait,1969,KWT,35.772,0.0,0.0
Kuwait,1970,KWT,30.924,0.0,0.0
Kuwait,1971,KWT,31.347,0.0,0.0
Kuwait,1972,KWT,30.001,0.0,0.0
Kuwait,1973,KWT,24.776,0.0,0.0
Kuwait,1974,KWT,18.599,0.0,0.0
Kuwait,1975,KWT,15.217,0.0,0.0
Kuwait,1976,KWT,15.659,0.0,0.0
Kuwait,1977,KWT,13.675,0.0,0.0
Kuwait,1978,KWT,15.653,0.0,0.0
Kuwait,1979,KWT,12.395,0.0,0.0
Kuwait,1980,KWT,16.377,0.0,0.0
Kuwait,1981,KWT,15.901,0.0,0.0
Kuwait,1982,KWT,12.713,0.0,0.0
Kuwait,1983,KWT,12.371,0.0,0.0
Kuwait,1984,KWT,15.56,0.0,0.0
Kuwait,1985,KWT,15.373,0.0,0.0
Kuwait,1986,KWT,17.884,0.0,0.0
Kuwait,1987,KWT,15.309,0.0,0.0
Kuwait,1988,KWT,15.399,0.0,0.0
Kuwait,1989,KWT,16.161,0.0,0.0
Kuwait,1990,KWT,22.473,0.0,0.0
Kuwait,1991,KWT,364.791,0.0,0.0
Kuwait,1992,KWT,18.155,0.0,0.0
Kuwait,1993,KWT,29.401,0.0,0.0
Kuwait,1994,KWT,34.406,0.0,0.0
Kuwait,1995,KWT,33.46,0.0,0.0
Kuwait,1996,KWT,29.919,0.0,0.0
Kuwait,1997,KWT,31.753,0.0,0.0
Kuwait,1998,KWT,28.688,0.0,0.0
Kuwait,1999,KWT,28.992,0.0,0.0
Kuwait,2000,KWT,28.127,0.0,0.0
Kuwait,2001,KWT,29.44,0.0,0.0
Kuwait,2002,KWT,29.182,0.0,0.0
Kuwait,2003,KWT,29.618,0.0,0.0
Kuwait,2004,KWT,30.526,0.0,0.0
Kuwait,2005,KWT,33.358,0.0,0.0
Kuwait,2006,KWT,32.233,0.0,0.0
Kuwait,2007,KWT,30.821,0.0,0.0
Kuwait,2008,KWT,31.848,0.0,0.0
Kuwait,2009,KWT,31.777,0.0,0.0
Kuwait,2010,KWT,30.482,0.0,0.0
Kuwait,2011,KWT,27.819,0.0,0.0
Kuwait,2012,KWT,30.327,0.0,0.0
Kuwait,2013,KWT,23.675,0.133,0.0
Kuwait,2014,KWT,20.458,2.275,0.002
Kuwait,2015,KWT,24.337,3.361,0.003
Kuwait,2016,KWT,25.979,30.632,0.026
Kuwait,2017,KWT,24.072,32.02,0.028
Kuwait,2018,KWT,23.697,31.746,0.028
Kuwait,2019,KWT,23.559,34.647,0.035
Kuwait,2020,KWT,20.477,35.614,0.037
Kuwait,2021,KWT,20.15,119.743,0.111
Kuwait,2022,KWT,25.242,94.757,0.093
Kuwait,2023,KWT,25.454,86.456,0.084
Kuwait,2024,KWT,26.248,80.465,0.076
Latvia,1985,LVA,10.01,3207.964,7.824
Latvia,1986,LVA,9.081,3206.22,8.486
Latvia,1987,LVA,7.347,3912.881,11.486
Latvia,1988,LVA,7.113,3142.796,9.862
Latvia,1989,LVA,6.733,3759.066,11.87
Latvia,1990,LVA,7.391,4694.839,14.555
Latvia,1991,LVA,6.765,3434.297,11.502
Latvia,1992,LVA,5.428,2678.097,12.318
Latvia,1993,LVA,4.65,3116.01,16.32
Latvia,1994,LVA,4.113,3641.289,19.401
Latvia,1995,LVA,3.674,3281.779,18.407
Latvia,1996,LVA,3.748,2103.189,12.483
Latvia,1997,LVA,3.567,3373.432,19.779
Latvia,1998,LVA,3.446,4976.5,26.66
Latvia,1999,LVA,3.228,3205.545,19.963
Latvia,2000,LVA,2.99,3312.24,20.891
Latvia,2001,LVA,3.206,3354.417,19.382
Latvia,2002,LVA,3.254,2947.216,16.668
Latvia,2003,LVA,3.375,2787.342,15.783
Latvia,2004,LVA,3.415,3832.301,19.121
Latvia,2005,LVA,3.487,4120.609,19.73
Latvia,2006,LVA,3.745,3382.867,16.884
Latvia,2007,LVA,3.925,3435.782,16.497
Latvia,2008,LVA,3.765,3911.164,18.494
Latvia,2009,LVA,3.481,4388.24,21.616
Latvia,2010,LVA,4.078,4677.743,19.887
Latvia,2011,LVA,3.791,4040.573,18.86
