Entity,Code,Year,GDP per capita,World region according to OWID,renewables_energy_per_capita,renewables_share_energy
Algeria,DZA,1990,11728.546,Africa,14.778,0.119
Algeria,DZA,1991,11314.864,Africa,31.318,0.261
Algeria,DZA,1992,11241.415,Africa,20.759,0.173
Algeria,DZA,1993,10743.706,Africa,35.948,0.329
Algeria,DZA,1994,10414.035,Africa,16.535,0.153
Algeria,DZA,1995,10588.443,Africa,18.831,0.171
Algeria,DZA,1996,10808.879,Africa,12.916,0.121
Algeria,DZA,1997,10725.968,Africa,7.043,0.07
Algeria,DZA,1998,11094.888,Africa,19.872,0.194
Algeria,DZA,1999,11292.037,Africa,18.504,0.181
Algeria,DZA,2000,11558.221,Africa,4.854,0.05
Algeria,DZA,2001,11742.595,Africa,6.084,0.061
Algeria,DZA,2002,12213.126,Africa,4.918,0.049
Algeria,DZA,2003,12835.182,Africa,22.441,0.214
Algeria,DZA,2004,13226.765,Africa,20.847,0.194
Algeria,DZA,2005,13738.496,Africa,45.085,0.408
Algeria,DZA,2006,13920.694,Africa,17.304,0.153
Algeria,DZA,2007,14114.675,Africa,17.58,0.15
Algeria,DZA,2008,14206.776,Africa,21.446,0.176
Algeria,DZA,2009,14104.428,Africa,25.292,0.2
Algeria,DZA,2010,14496.421,Africa,13.104,0.108
Algeria,DZA,2011,14641.964,Africa,27.808,0.221
Algeria,DZA,2012,14697.54,Africa,28.461,0.211
Algeria,DZA,2013,14778.191,Africa,8.495,0.061
Algeria,DZA,2014,15073.763,Africa,16.485,0.11
Algeria,DZA,2015,15239.518,Africa,14.044,0.091
Algeria,DZA,2016,15511.686,Africa,20.669,0.137
Algeria,DZA,2017,15427.664,Africa,34.721,0.232
Algeria,DZA,2018,15343.426,Africa,42.722,0.271
Algeria,DZA,2019,15199.199,Africa,44.423,0.277
Algeria,DZA,2020,14194.155,Africa,41.616,0.283
Algeria,DZA,2021,14496.865,Africa,37.627,0.238
Algeria,DZA,2022,14782.2,Africa,36.792,0.228
Algeria,DZA,2023,15159.324,Africa,38.516,0.227
Algeria,DZA,2024,15501.92,Africa,39.236,0.242
Argentina,ARG,1990,17007.285,South America,1514.809,9.729
Argentina,ARG,1991,18295.61,South America,1338.858,8.57
Argentina,ARG,1992,19476.283,South America,1592.073,9.64
Argentina,ARG,1993,20791.346,South America,1941.955,11.552
Argentina,ARG,1994,21711.844,South America,2198.729,12.563
Argentina,ARG,1995,20819.5,South America,2109.872,11.83
Argentina,ARG,1996,21695.596,South America,1778.042,9.646
Argentina,ARG,1997,23172.158,South America,2174.478,11.781
Argentina,ARG,1998,23783.102,South America,2042.183,10.78
Argentina,ARG,1999,22714.512,South America,1640.209,8.606
Argentina,ARG,2000,22281.38,South America,2167.966,11.557
Argentina,ARG,2001,21066.459,South America,2719.51,15.036
Argentina,ARG,2002,18571.701,South America,2626.436,15.335
Argentina,ARG,2003,20005.139,South America,2474.063,13.613
Argentina,ARG,2004,21591.45,South America,2201.711,11.465
Argentina,ARG,2005,23262.408,South America,2423.348,12.032
Argentina,ARG,2006,24877.25,South America,2652.587,12.678
Argentina,ARG,2007,26850.664,South America,2162.664,10.024
Argentina,ARG,2008,27658.484,South America,2132.41,9.872
Argentina,ARG,2009,25747.197,South America,2317.319,11.193
Argentina,ARG,2010,28056.258,South America,2353.397,11.092
Argentina,ARG,2011,29425.76,South America,2249.753,10.412
Argentina,ARG,2012,28825.967,South America,2160.214,9.701
Argentina,ARG,2013,29227.66,South America,2387.985,10.134
Argentina,ARG,2014,28200.814,South America,2385.344,10.396
Argentina,ARG,2015,28669.207,South America,2373.331,10.275
Argentina,ARG,2016,27802.105,South America,2184.091,9.586
Argentina,ARG,2017,28334.904,South America,2338.09,10.445
Argentina,ARG,2018,27367.115,South America,2376.033,10.824
Argentina,ARG,2019,26629.553,South America,2334.881,11.417
Argentina,ARG,2020,23877.094,South America,2246.39,11.833
Argentina,ARG,2021,26300.273,South America,2276.367,10.947
Argentina,ARG,2022,27825.027,South America,2630.946,12.01
Argentina,ARG,2023,27230.396,South America,3083.319,14.1
Argentina,ARG,2024,26771.965,South America,3158.544,14.803
Australia,AUS,1990,36267.742,Oceania,2532.481,4.137
Australia,AUS,1991,35670.668,Oceania,2636.145,4.394
Australia,AUS,1992,35426.285,Oceania,2644.512,4.389
Australia,AUS,1993,36533.15,Oceania,2689.136,4.407
Australia,AUS,1994,37622.652,Oceania,2631.734,4.196
Australia,AUS,1995,38653.336,Oceania,2546.364,4.002
Australia,AUS,1996,39663.16,Oceania,2589.703,4.0
Australia,AUS,1997,40773.566,Oceania,2568.729,3.914
Australia,AUS,1998,42257.17,Oceania,2535.081,3.813
Australia,AUS,1999,43899.074,Oceania,2591.266,3.786
Australia,AUS,2000,45099.074,Oceania,2562.243,3.765
Australia,AUS,2001,45428.2,Oceania,2477.333,3.655
Australia,AUS,2002,46688.395,Oceania,2535.098,3.711
Australia,AUS,2003,47581.23,Oceania,2600.875,3.797
Australia,AUS,2004,49061.277,Oceania,2676.806,3.829
Australia,AUS,2005,49997.066,Oceania,2839.375,4.095
Australia,AUS,2006,50693.727,Oceania,2867.825,4.024
Australia,AUS,2007,51663.242,Oceania,2716.251,3.786
Australia,AUS,2008,52473.383,Oceania,2503.279,3.499
Australia,AUS,2009,52407.91,Oceania,2574.128,3.722
Australia,AUS,2010,52739.27,Oceania,2778.986,4.088
Australia,AUS,2011,53257.047,Oceania,3726.721,5.392
Australia,AUS,2012,54403.883,Oceania,3618.664,5.4
Australia,AUS,2013,54895.004,Oceania,4117.444,6.173
Australia,AUS,2014,55489.07,Oceania,3747.245,5.663
Australia,AUS,2015,55879.996,Oceania,3969.371,5.955
Australia,AUS,2016,56529.953,Oceania,4463.105,6.785
Australia,AUS,2017,56881.855,Oceania,4113.181,6.373
Australia,AUS,2018,57647.844,Oceania,5056.059,7.848
Australia,AUS,2019,58048.617,Oceania,5515.36,8.407
Australia,AUS,2020,57260.465,Oceania,6299.231,10.292
Australia,AUS,2021,58327.414,Oceania,7465.874,12.283
Australia,AUS,2022,60029.133,Oceania,8331.791,13.247
Australia,AUS,2023,60684.96,Oceania,8894.678,14.323
Australia,AUS,2024,60303.98,Oceania,9142.299,14.733
Austria,AUT,1990,43258.176,Europe,11861.939,27.764
Austria,AUT,1991,44302.42,Europe,11753.494,26.528
Austria,AUT,1992,44734.855,Europe,12872.423,29.828
Austria,AUT,1993,44601.207,Europe,13432.34,30.718
Austria,AUT,1994,45497.137,Europe,12971.936,30.028
Austria,AUT,1995,46639.53,Europe,13681.694,30.14
Austria,AUT,1996,47608.633,Europe,12564.938,27.074
Austria,AUT,1997,48575.16,Europe,13262.765,28.264
Austria,AUT,1998,50216.7,Europe,13676.905,28.532
Austria,AUT,1999,52004.53,Europe,14785.12,30.668
Austria,AUT,2000,53534.344,Europe,15123.116,31.268
Austria,AUT,2001,54032.152,Europe,14604.941,29.411
Austria,AUT,2002,54565.08,Europe,14296.995,28.923
Austria,AUT,2003,54919.79,Europe,11928.683,24.121
Austria,AUT,2004,55980.23,Europe,13288.841,26.119
Austria,AUT,2005,56890.28,Europe,13573.702,26.317
Austria,AUT,2006,58460.24,Europe,13681.859,26.99
Austria,AUT,2007,60470.91,Europe,14489.952,29.094
Austria,AUT,2008,61157.99,Europe,14830.887,29.577
Austria,AUT,2009,58810.44,Europe,15689.63,32.548
Austria,AUT,2010,59730.55,Europe,14914.627,30.113
Austria,AUT,2011,61272.258,Europe,13529.7,29.158
Austria,AUT,2012,61376.723,Europe,16628.379,34.498
Austria,AUT,2013,60863.055,Europe,16160.421,34.024
Austria,AUT,2014,60845.66,Europe,15856.681,35.017
Austria,AUT,2015,60951.688,Europe,14879.399,33.052
Austria,AUT,2016,61572.71,Europe,15643.162,34.026
Austria,AUT,2017,62535.9,Europe,15468.543,33.213
Austria,AUT,2018,63778.027,Europe,15027.287,33.139
Austria,AUT,2019,64609.375,Europe,16154.252,34.189
Austria,AUT,2020,60276.414,Europe,16198.43,36.88
Austria,AUT,2021,62968.94,Europe,15397.121,34.638
Austria,AUT,2022,65694.555,Europe,14521.192,35.134
Austria,AUT,2023,64536.297,Europe,16872.156,40.022
Austria,AUT,2024,63788.08,Europe,19131.916,43.347
Azerbaijan,AZE,1990,10776.067,Asia,636.911,1.77
Azerbaijan,AZE,1991,10559.212,Asia,668.134,1.954
Azerbaijan,AZE,1992,8050.2163,Asia,655.381,2.267
Azerbaijan,AZE,1993,6097.4863,Asia,898.025,3.632
Azerbaijan,AZE,1994,4830.699,Asia,668.078,2.981
Azerbaijan,AZE,1995,4211.721,Asia,559.925,2.695
Azerbaijan,AZE,1996,4223.523,Asia,545.199,3.248
Azerbaijan,AZE,1997,4425.5884,Asia,599.222,3.779
Azerbaijan,AZE,1998,4822.16,Asia,675.252,4.291
Azerbaijan,AZE,1999,5133.748,Asia,516.431,3.318
Azerbaijan,AZE,2000,5656.9297,Asia,521.251,3.233
Azerbaijan,AZE,2001,6168.9854,Asia,435.533,2.83
Azerbaijan,AZE,2002,6701.0815,Asia,664.683,4.419
Azerbaijan,AZE,2003,7329.4062,Asia,801.169,4.963
Azerbaijan,AZE,2004,7937.8594,Asia,879.415,4.866
Azerbaijan,AZE,2005,10054.101,Asia,940.974,4.864
Azerbaijan,AZE,2006,13371.658,Asia,772.853,4.114
Azerbaijan,AZE,2007,16587.365,Asia,712.167,4.173
Azerbaijan,AZE,2008,17963.021,Asia,658.551,3.906
Azerbaijan,AZE,2009,19242.39,Asia,670.36,4.673
Azerbaijan,AZE,2010,19925.39,Asia,981.326,7.021
Azerbaijan,AZE,2011,19358.078,Asia,748.92,4.771
Azerbaijan,AZE,2012,19523.373,Asia,500.556,3.133
Azerbaijan,AZE,2013,20398.646,Asia,423.162,2.612
Azerbaijan,AZE,2014,20709.201,Asia,372.981,2.288
Azerbaijan,AZE,2015,20678.754,Asia,456.576,2.596
Azerbaijan,AZE,2016,19822.41,Asia,541.271,3.145
Azerbaijan,AZE,2017,19659.004,Asia,479.544,2.868
Azerbaijan,AZE,2018,19781.852,Asia,493.52,2.817
Azerbaijan,AZE,2019,20101.492,Asia,449.994,2.451
Azerbaijan,AZE,2020,19126.098,Asia,324.848,1.79
Azerbaijan,AZE,2021,20111.375,Asia,372.179,1.93
Azerbaijan,AZE,2022,21051.244,Asia,446.39,2.188
Azerbaijan,AZE,2023,21310.738,Asia,482.774,2.294
Azerbaijan,AZE,2024,22072.148,Asia,864.325,4.303
Bangladesh,BGD,1990,2069.7822,Asia,21.997,3.332
Bangladesh,BGD,1991,2101.3835,Asia,20.457,3.274
Bangladesh,BGD,1992,2174.3823,Asia,19.069,2.851
Bangladesh,BGD,1993,2234.81,Asia,14.297,1.979
Bangladesh,BGD,1994,2279.0942,Asia,19.551,2.599
Bangladesh,BGD,1995,2351.7039,Asia,8.428,0.965
Bangladesh,BGD,1996,2413.543,Asia,16.44,1.832
Bangladesh,BGD,1997,2475.5957,Asia,15.702,1.696
Bangladesh,BGD,1998,2555.0613,Asia,18.537,1.916
Bangladesh,BGD,1999,2624.0654,Asia,17.515,1.824
Bangladesh,BGD,2000,2712.935,Asia,16.438,1.625
Bangladesh,BGD,2001,2803.5547,Asia,20.81,1.831
Bangladesh,BGD,2002,2866.4346,Asia,16.332,1.454
Bangladesh,BGD,2003,2958.915,Asia,15.829,1.353
Bangladesh,BGD,2004,3071.838,Asia,15.126,1.233
Bangladesh,BGD,2005,3231.6138,Asia,14.753,1.123
Bangladesh,BGD,2006,3407.4272,Asia,14.768,1.051
Bangladesh,BGD,2007,3608.9155,Asia,14.827,1.037
Bangladesh,BGD,2008,3787.9382,Asia,18.246,1.224
Bangladesh,BGD,2009,3942.1362,Asia,8.342,0.513
Bangladesh,BGD,2010,4125.464,Asia,13.754,0.834
Bangladesh,BGD,2011,4352.4263,Asia,17.591,0.995
Bangladesh,BGD,2012,4592.0483,Asia,16.087,0.846
Bangladesh,BGD,2013,4822.726,Asia,15.911,0.813
Bangladesh,BGD,2014,5068.6396,Asia,13.83,0.686
Bangladesh,BGD,2015,5352.7114,Asia,19.155,0.793
Bangladesh,BGD,2016,5682.5356,Asia,17.793,0.74
Bangladesh,BGD,2017,6005.707,Asia,21.278,0.857
Bangladesh,BGD,2018,6392.5933,Asia,18.625,0.708
Bangladesh,BGD,2019,6838.326,Asia,18.707,0.64
Bangladesh,BGD,2020,7015.1978,Asia,17.952,0.653
Bangladesh,BGD,2021,7441.0693,Asia,19.689,0.671
Bangladesh,BGD,2022,7888.164,Asia,20.935,0.693
Bangladesh,BGD,2023,8242.398,Asia,23.331,0.79
Bangladesh,BGD,2024,8486.785,Asia,33.367,1.095
Belarus,BLR,1990,12351.636,Europe,5.454,0.012
Belarus,BLR,1991,12197.788,Europe,4.905,0.011
Belarus,BLR,1992,11002.602,Europe,4.622,0.012
Belarus,BLR,1993,10143.984,Europe,5.153,0.016
Belarus,BLR,1994,8967.73,Europe,5.159,0.019
Belarus,BLR,1995,8061.196,Europe,5.448,0.022
Belarus,BLR,1996,8314.856,Europe,4.373,0.017
Belarus,BLR,1997,9301.327,Europe,5.763,0.022
Belarus,BLR,1998,10128.156,Europe,7.716,0.031
Belarus,BLR,1999,10519.749,Europe,5.257,0.021
Belarus,BLR,2000,11182.455,Europe,7.507,0.029
Belarus,BLR,2001,11771.087,Europe,8.339,0.033
Belarus,BLR,2002,12443.933,Europe,8.047,0.031
Belarus,BLR,2003,13413.927,Europe,7.783,0.03
Belarus,BLR,2004,15052.118,Europe,9.468,0.032
Belarus,BLR,2005,16579.873,Europe,10.288,0.035
Belarus,BLR,2006,18349.871,Europe,10.669,0.034
Belarus,BLR,2007,20019.611,Europe,14.587,0.047
Belarus,BLR,2008,22137.947,Europe,30.525,0.097
Belarus,BLR,2009,22236.838,Europe,57.285,0.193
Belarus,BLR,2010,24012.613,Europe,81.432,0.252
Belarus,BLR,2011,25404.756,Europe,77.555,0.244
Belarus,BLR,2012,25879.133,Europe,88.457,0.257
Belarus,BLR,2013,26147.625,Europe,94.87,0.305
Belarus,BLR,2014,26564.436,Europe,91.899,0.295
Belarus,BLR,2015,25513.213,Europe,97.224,0.346
Belarus,BLR,2016,24846.83,Europe,116.31,0.405
Belarus,BLR,2017,25503.98,Europe,212.389,0.726
Belarus,BLR,2018,26363.463,Europe,193.067,0.596
Belarus,BLR,2019,26798.82,Europe,236.446,0.723
Belarus,BLR,2020,26731.496,Europe,288.922,0.943
Belarus,BLR,2021,27611.18,Europe,373.496,1.106
Belarus,BLR,2022,26537.508,Europe,379.215,1.147
Belarus,BLR,2023,27782.438,Europe,341.217,1.027
Belarus,BLR,2024,29040.973,Europe,334.648,0.969
Belgium,BEL,1990,41640.06,Europe,164.601,0.265
Belgium,BEL,1991,42246.074,Europe,159.287,0.249
Belgium,BEL,1992,42719.047,Europe,179.833,0.283
Belgium,BEL,1993,42143.195,Europe,148.083,0.238
Belgium,BEL,1994,43369.277,Europe,173.165,0.265
Belgium,BEL,1995,44310.63,Europe,194.038,0.294
Belgium,BEL,1996,44808.523,Europe,164.159,0.234
Belgium,BEL,1997,46396.004,Europe,169.801,0.241
Belgium,BEL,1998,47205.31,Europe,218.852,0.305
Belgium,BEL,1999,48765.766,Europe,247.718,0.348
Belgium,BEL,2000,50455.734,Europe,302.117,0.418
Belgium,BEL,2001,50835.4,Europe,309.718,0.434
Belgium,BEL,2002,51471.85,Europe,328.617,0.465
Belgium,BEL,2003,51788.844,Europe,346.072,0.473
Belgium,BEL,2004,53406.69,Europe,430.583,0.589
Belgium,BEL,2005,54346.895,Europe,606.539,0.844
Belgium,BEL,2006,55367.62,Europe,843.439,1.178
Belgium,BEL,2007,56983.46,Europe,986.438,1.378
Belgium,BEL,2008,56787.74,Europe,1239.667,1.718
Belgium,BEL,2009,55258.707,Europe,1644.009,2.494
Belgium,BEL,2010,56240.203,Europe,2175.545,3.125
Belgium,BEL,2011,56585.3,Europe,2562.143,3.983
Belgium,BEL,2012,56356.824,Europe,3065.728,4.996
Belgium,BEL,2013,56263.176,Europe,3302.094,5.28
Belgium,BEL,2014,57002.91,Europe,3429.2,5.938
Belgium,BEL,2015,57509.023,Europe,3800.975,6.551
Belgium,BEL,2016,57901.496,Europe,3898.403,6.264
Belgium,BEL,2017,58529.332,Europe,4266.12,6.819
Belgium,BEL,2018,59357.69,Europe,4514.539,7.262
Belgium,BEL,2019,60479.977,Europe,4959.01,7.77
Belgium,BEL,2020,57333.543,Europe,5970.694,10.457
Belgium,BEL,2021,60669.215,Europe,5827.848,9.202
Belgium,BEL,2022,62561.78,Europe,6178.421,10.436
Belgium,BEL,2023,63095.402,Europe,6688.11,12.149
Belgium,BEL,2024,63347.785,Europe,6236.943,11.454
Brazil,BRA,1990,12633.288,South America,4425.613,43.267
Brazil,BRA,1991,12546.561,South America,4564.309,43.701
Brazil,BRA,1992,12271.979,South America,4598.295,44.017
Brazil,BRA,1993,12669.429,South America,4759.602,44.217
Brazil,BRA,1994,13202.931,South America,4863.222,43.932
Brazil,BRA,1995,13550.439,South America,5006.808,43.373
Brazil,BRA,1996,13641.63,South America,5171.377,42.834
Brazil,BRA,1997,13896.625,South America,5307.014,42.148
Brazil,BRA,1998,13737.703,South America,5432.984,42.033
Brazil,BRA,1999,13602.414,South America,5396.396,41.786
Brazil,BRA,2000,14005.348,South America,5431.651,40.939
Brazil,BRA,2001,14016.132,South America,4757.029,37.181
Brazil,BRA,2002,14265.905,South America,4999.102,38.819
Brazil,BRA,2003,14259.366,South America,5220.481,40.449
Brazil,BRA,2004,14911.261,South America,5417.239,40.444
Brazil,BRA,2005,15221.014,South America,5605.208,41.27
Brazil,BRA,2006,15657.4795,South America,5687.245,41.147
Brazil,BRA,2007,16440.584,South America,6157.509,42.285
Brazil,BRA,2008,17113.367,South America,6241.243,41.389
Brazil,BRA,2009,16939.441,South America,6568.738,44.157
Brazil,BRA,2010,18062.158,South America,6838.134,42.505
Brazil,BRA,2011,18627.81,South America,7032.775,42.378
Brazil,BRA,2012,18832.219,South America,6821.538,40.259
Brazil,BRA,2013,19241.506,South America,6638.316,38.407
Brazil,BRA,2014,19183.172,South America,6586.642,37.566
Brazil,BRA,2015,18357.068,South America,6659.638,38.708
Brazil,BRA,2016,17620.928,South America,6906.225,41.536
Brazil,BRA,2017,17724.48,South America,6871.597,41.294
Brazil,BRA,2018,17917.75,South America,7305.303,44.126
Brazil,BRA,2019,18018.621,South America,7596.836,45.178
Brazil,BRA,2020,17327.516,South America,7552.618,47.116
Brazil,BRA,2021,18075.705,South America,7309.751,43.673
Brazil,BRA,2022,18554.047,South America,8263.67,47.66
Brazil,BRA,2023,19079.812,South America,8713.017,48.95
Brazil,BRA,2024,19652.365,South America,8954.191,49.616
Bulgaria,BGR,1990,14229.702,Europe,513.216,1.401
Bulgaria,BGR,1991,13157.626,Europe,724.488,2.41
Bulgaria,BGR,1992,12332.477,Europe,617.602,2.148
Bulgaria,BGR,1993,12247.233,Europe,586.295,1.891
Bulgaria,BGR,1994,12512.308,Europe,427.71,1.426
Bulgaria,BGR,1995,12932.278,Europe,722.565,2.226
Bulgaria,BGR,1996,13675.803,Europe,967.535,2.968
Bulgaria,BGR,1997,11817.135,Europe,920.844,2.96
Bulgaria,BGR,1998,12347.019,Europe,1047.189,3.469
Bulgaria,BGR,1999,11373.94,Europe,940.678,3.516
Bulgaria,BGR,2000,11954.587,Europe,913.482,3.386
Bulgaria,BGR,2001,12661.241,Europe,575.241,2.044
Bulgaria,BGR,2002,13698.857,Europe,737.382,2.681
Bulgaria,BGR,2003,14530.935,Europe,1045.661,3.646
Bulgaria,BGR,2004,15594.222,Europe,1098.013,3.931
Bulgaria,BGR,2005,16820.785,Europe,1502.857,4.937
Bulgaria,BGR,2006,18102.0,Europe,1481.388,4.738
Bulgaria,BGR,2007,19449.059,Europe,1008.426,3.307
Bulgaria,BGR,2008,20786.594,Europe,1029.703,3.391
Bulgaria,BGR,2009,20220.697,Europe,1298.417,4.846
Bulgaria,BGR,2010,20670.826,Europe,2045.108,7.258
Bulgaria,BGR,2011,21238.635,Europe,1395.782,4.618
Bulgaria,BGR,2012,21521.973,Europe,1985.162,6.861
Bulgaria,BGR,2013,21841.285,Europe,2617.215,9.694
Bulgaria,BGR,2014,22318.072,Europe,2793.733,9.634
Bulgaria,BGR,2015,23371.549,Europe,3343.696,10.787
Bulgaria,BGR,2016,24393.56,Europe,2775.302,9.37
Bulgaria,BGR,2017,25397.414,Europe,2468.908,8.073
Bulgaria,BGR,2018,26348.1,Europe,3730.516,12.096
Bulgaria,BGR,2019,27736.375,Europe,3119.381,10.38
Bulgaria,BGR,2020,27138.148,Europe,3103.907,11.122
Bulgaria,BGR,2021,29457.71,Europe,4227.53,13.231
Bulgaria,BGR,2022,30860.877,Europe,4006.276,12.026
Bulgaria,BGR,2023,31469.861,Europe,4096.279,14.288
Bulgaria,BGR,2024,32561.914,Europe,4606.557,16.425
Canada,CAN,1990,40475.113,North America,30000.756,28.252
Canada,CAN,1991,39139.312,North America,30755.941,29.252
Canada,CAN,1992,39023.184,North America,31214.236,29.262
Canada,CAN,1993,39622.48,North America,31572.711,29.209
Canada,CAN,1994,40952.137,North America,31865.475,28.705
Canada,CAN,1995,41617.723,North America,32262.453,28.664
Canada,CAN,1996,41880.55,North America,33886.051,29.629
Canada,CAN,1997,43241.242,North America,33077.242,29.044
Canada,CAN,1998,44553.28,North America,31276.115,28.09
Canada,CAN,1999,46464.547,North America,32295.037,28.364
Canada,CAN,2000,48399.305,North America,33057.09,28.536
Canada,CAN,2001,48774.168,North America,30388.578,27.032
Canada,CAN,2002,49695.008,North America,31425.666,27.335
Canada,CAN,2003,50139.785,North America,29807.42,26.02
Canada,CAN,2004,51210.68,North America,29626.947,25.7
Canada,CAN,2005,52356.56,North America,31068.244,27.043
Canada,CAN,2006,53195.78,North America,29920.072,27.208
Canada,CAN,2007,53761.863,North America,30871.58,26.53
Canada,CAN,2008,53711.68,North America,31101.635,27.374
Canada,CAN,2009,51552.42,North America,30221.305,27.993
Canada,CAN,2010,52558.44,North America,28687.912,26.567
Canada,CAN,2011,53681.13,North America,30384.727,27.419
Canada,CAN,2012,54034.805,North America,30567.82,27.863
Canada,CAN,2013,54712.18,North America,30892.877,27.745
Canada,CAN,2014,55723.484,North America,29860.582,27.026
Canada,CAN,2015,55660.867,North America,30453.926,27.733
Canada,CAN,2016,55606.156,North America,30513.07,28.46
Canada,CAN,2017,56612.33,North America,30754.025,28.65
Canada,CAN,2018,57337.492,North America,29742.834,27.664
Canada,CAN,2019,57583.848,North America,28917.936,27.407
Canada,CAN,2020,54092.88,North America,29033.365,29.457
Canada,CAN,2021,56995.117,North America,28705.746,29.113
Canada,CAN,2022,58321.062,North America,29583.107,29.497
Canada,CAN,2023,57517.44,North America,27060.777,27.858
Canada,CAN,2024,56706.824,North America,26117.027,27.157
Chile,CHL,1990,10952.655,South America,2072.36,18.081
Chile,CHL,1991,11607.53,South America,2906.943,23.018
Chile,CHL,1992,12735.602,South America,3741.366,27.187
Chile,CHL,1993,13377.306,South America,3779.152,26.38
Chile,CHL,1994,13846.349,South America,3685.537,24.851
Chile,CHL,1995,14908.035,South America,3925.081,24.921
Chile,CHL,1996,15744.738,South America,3549.737,21.55
Chile,CHL,1997,16683.906,South America,3888.631,20.921
Chile,CHL,1998,17156.973,South America,3166.242,17.196
Chile,CHL,1999,16896.125,South America,2757.639,14.538
Chile,CHL,2000,17525.271,South America,3695.884,18.856
Chile,CHL,2001,17870.3,South America,4155.116,21.061
Chile,CHL,2002,18240.201,South America,4358.125,21.834
Chile,CHL,2003,18902.871,South America,4175.072,21.012
Chile,CHL,2004,19961.984,South America,3903.542,18.554
Chile,CHL,2005,20918.527,South America,4548.591,21.083
Chile,CHL,2006,21968.537,South America,4841.659,21.915
Chile,CHL,2007,22878.883,South America,4070.163,18.572
Chile,CHL,2008,23509.781,South America,4474.174,20.647
Chile,CHL,2009,23013.582,South America,4520.578,21.976
Chile,CHL,2010,24116.77,South America,3968.026,18.941
Chile,CHL,2011,25366.27,South America,3889.618,17.672
Chile,CHL,2012,26670.498,South America,4093.518,17.976
Chile,CHL,2013,27291.357,South America,4176.792,18.024
Chile,CHL,2014,27505.049,South America,4426.256,19.519
Chile,CHL,2015,27811.375,South America,4764.74,21.0
Chile,CHL,2016,27958.729,South America,4546.351,19.341
Chile,CHL,2017,27892.994,South America,5140.249,21.426
Chile,CHL,2018,28492.662,South America,5737.569,23.426
Chile,CHL,2019,28218.535,South America,5498.917,22.541
Chile,CHL,2020,26248.562,South America,5607.275,24.874
Chile,CHL,2021,29089.85,South America,5670.241,23.421
Chile,CHL,2022,29569.479,South America,6624.364,26.079
Chile,CHL,2023,29563.678,South America,7551.206,30.347
Chile,CHL,2024,30182.787,South America,8320.069,32.254
China,CHN,1990,1666.9277,Asia,305.377,4.45
China,CHN,1991,1798.2761,Asia,296.03,4.168
China,CHN,1992,2030.3864,Asia,307.067,4.157
China,CHN,1993,2286.7598,Asia,353.093,4.483
China,CHN,1994,2556.6406,Asia,386.763,4.668
China,CHN,1995,2808.034,Asia,443.016,5.239
China,CHN,1996,3055.9697,Asia,428.301,4.849
China,CHN,1997,3305.7905,Asia,445.941,5.057
China,CHN,1998,3533.566,Asia,448.695,5.119
China,CHN,1999,3774.1377,Asia,440.648,4.893
China,CHN,2000,4066.0364,Asia,494.205,5.336
China,CHN,2001,4372.157,Asia,607.195,6.251
China,CHN,2002,4744.3984,Asia,622.486,5.922
China,CHN,2003,5192.006,Asia,609.123,5.001
China,CHN,2004,5684.169,Asia,749.292,5.289
China,CHN,2005,6298.323,Asia,837.932,5.239
China,CHN,2006,7057.1,Asia,917.823,5.267
China,CHN,2007,8013.716,Asia,1017.971,5.407
China,CHN,2008,8743.745,Asia,1334.688,6.872
China,CHN,2009,9518.433,Asia,1321.505,6.56
China,CHN,2010,10476.3125,Asia,1539.434,7.195
China,CHN,2011,11405.018,Asia,1536.1,6.697
China,CHN,2012,12217.8545,Asia,1911.994,8.068
China,CHN,2013,13080.829,Asia,2068.756,8.474
China,CHN,2014,13968.581,Asia,2409.527,9.69
China,CHN,2015,14856.78,Asia,2569.688,10.278
China,CHN,2016,15772.765,Asia,2771.958,11.113
China,CHN,2017,16757.973,Asia,3004.447,11.666
China,CHN,2018,17806.791,Asia,3283.339,12.224
China,CHN,2019,18820.514,Asia,3579.899,12.786
China,CHN,2020,19215.154,Asia,3864.766,13.396
China,CHN,2021,20843.297,Asia,4325.467,14.195
China,CHN,2022,21499.383,Asia,4710.262,15.218
China,CHN,2023,22687.076,Asia,5079.972,15.505
China,CHN,2024,23845.62,Asia,5967.699,17.472
Colombia,COL,1990,9998.811,South America,2380.81,31.201
Colombia,COL,1991,9996.098,South America,2352.306,30.631
Colombia,COL,1992,10196.433,South America,1864.69,23.802
Colombia,COL,1993,10533.115,South America,2281.972,27.369
Colombia,COL,1994,10927.938,South America,2574.588,29.116
Colombia,COL,1995,11279.0,South America,2523.416,28.416
Colombia,COL,1996,11303.131,South America,2730.765,30.151
Colombia,COL,1997,11483.505,South America,2395.993,26.432
Colombia,COL,1998,11343.88,South America,2306.488,25.565
Colombia,COL,1999,10679.709,South America,2471.497,30.0
Colombia,COL,2000,10813.494,South America,2229.584,28.239
Colombia,COL,2001,10823.45,South America,2239.79,28.572
Colombia,COL,2002,10925.148,South America,2346.211,30.439
Colombia,COL,2003,11183.291,South America,2446.112,31.64
Colombia,COL,2004,11607.938,South America,2539.462,31.689
Colombia,COL,2005,11999.255,South America,2547.537,32.783
Colombia,COL,2006,12636.625,South America,2743.792,30.936
Colombia,COL,2007,13318.304,South America,2799.936,31.46
Colombia,COL,2008,13591.061,South America,2861.798,31.267
